published_date,title,description,book_image,amazon_product_url,age_group,author,book_review_link,contributor,first_chapter_link,price,primary_isbn10,primary_isbn13,publisher,sunday_review_link,weeks_on_list,bestseller_date,list_name,list_name_encoded,display_name
2022-09-28 22:10:25,THE SEVEN HUSBANDS OF EVELYN HUGO,A movie icon recounts stories of her loves and career to a struggling magazine writer.,https://storage.googleapis.com/du-prd/books/images/9781501161933.jpg,https://www.amazon.com/dp/1501161938?tag=NYTBSREV-20,,Taylor Jenkins Reid,,by Taylor Jenkins Reid,,0.00,1501161938,9781501161933,Washington Square/Atria,,81,2022-09-28 22:10:25,Trade Fiction Paperback,trade-fiction-paperback,Paperback Trade Fiction
2022-09-28 22:10:25,NOVEMBER 9,Ben and Fallon meet on the same day each year but a possible untruth might spoil their relationship.,https://storage.googleapis.com/du-prd/books/images/9781501110351.jpg,http://www.amazon.com/November-9-Novel-Colleen-Hoover-ebook/dp/B00UDCI1S8?tag=NYTBSREV-20,,Colleen Hoover,,by Colleen Hoover,,0.00,1501110349,9781501110344,Atria,,45,2022-09-28 22:10:25,Trade Fiction Paperback,trade-fiction-paperback,Paperback Trade Fiction
2022-09-28 22:10:25,MAYBE SOMEDAY,"When a college student finds out her boyfriend is cheating on her, she turns her attention to her guitar-playing neighbor.",https://storage.googleapis.com/du-prd/books/images/9781476753171.jpg,http://www.amazon.com/Maybe-Someday-Colleen-Hoover-ebook/dp/B00DPM7RJW?tag=NYTBSREV-20,,Colleen Hoover,,by Colleen Hoover,,0.00,1476753164,9781476753164,Atria,,10,2022-09-28 22:10:25,Trade Fiction Paperback,trade-fiction-paperback,Paperback Trade Fiction
2022-09-28 22:10:25,THE SILENT PATIENT,Theo Faber looks into the mystery of a famous painter who stops speaking after shooting her husband.,https://storage.googleapis.com/du-prd/books/images/9781250301697.jpg,https://www.amazon.com/Silent-Patient-Alex-Michaelides/dp/1250301696?tag=NYTBSREV-20,,Alex Michaelides,,by Alex Michaelides,,0.00,125030170X,9781250301703,Celadon,,58,2022-09-28 22:10:25,Trade Fiction Paperback,trade-fiction-paperback,Paperback Trade Fiction
2022-09-28 22:10:25,ALL YOUR PERFECTS,Quinn and Graham’s marriage depends on past promises.,https://storage.googleapis.com/du-prd/books/images/9781501171604.jpg,https://www.amazon.com/All-Your-Perfects-Colleen-Hoover-ebook/dp/B078MC547V?tag=NYTBSREV-20,,Colleen Hoover,,by Colleen Hoover,,0.00,1501193325,9781501193323,Atria,,23,2022-09-28 22:10:25,Trade Fiction Paperback,trade-fiction-paperback,Paperback Trade Fiction
2022-09-28 22:10:26,LOVE ON THE BRAIN,Heartbeats quicken and neurons fire when a pair of antagonistic scientists work together on a project.,https://storage.googleapis.com/du-prd/books/images/9780593336847.jpg,https://www.amazon.com/dp/0593336844?tag=NYTBSREV-20,,Ali Hazelwood,,by Ali Hazelwood,,0.00,0593336844,9780593336847,Berkley,,5,2022-09-28 22:10:26,Trade Fiction Paperback,trade-fiction-paperback,Paperback Trade Fiction
2022-09-28 22:10:26,FIRE AND BLOOD,"Set 300 years before the events of “A Game of Thrones,” this is the first volume of the two-part history of the Targaryens in Westeros.",https://storage.googleapis.com/du-prd/books/images/9781524796280.jpg,https://www.amazon.com/Fire-Blood-Thrones-Targaryen-History/dp/152479628X?tag=NYTBSREV-20,,George R.R. Martin,,by George R.R. Martin,,0.00,0593598008,9780593598009,Bantam,,2,2022-09-28 22:10:26,Trade Fiction Paperback,trade-fiction-paperback,Paperback Trade Fiction
2022-09-28 22:10:26,BOOK LOVERS,"While on vacation in North Carolina, a literary agent keeps running into an editor.",https://storage.googleapis.com/du-prd/books/images/9780593334836.jpg,https://www.amazon.com/dp/0593334833?tag=NYTBSREV-20,,Emily Henry,,by Emily Henry,,0.00,0593334833,9780593334836,Berkley,,21,2022-09-28 22:10:26,Trade Fiction Paperback,trade-fiction-paperback,Paperback Trade Fiction
2022-09-28 22:10:26,CONFESS,Auburn Reed falls for an artist with a troubled past.,https://storage.googleapis.com/du-prd/books/images/9781476791463.jpg,http://www.amazon.com/Confess-A-Novel-Colleen-Hoover-ebook/dp/B00LD1OHE0?tag=NYTBSREV-20,,Colleen Hoover,,by Colleen Hoover,,0.00,1476791457,9781476791456,Atria,,11,2022-09-28 22:10:26,Trade Fiction Paperback,trade-fiction-paperback,Paperback Trade Fiction
2022-09-28 22:10:26,A COURT OF SILVER FLAMES,The fifth book in the Court of Thorns and Roses series. Nesta Archeron is forced into close quarters with a warrior named Cassian.,https://storage.googleapis.com/du-prd/books/images/9781681196282.jpg,https://www.amazon.com/dp/168119628X?tag=NYTBSREV-20,,Sarah J. Maas,,by Sarah J. Maas,,0.00,1635577993,9781635577990,Bloomsbury,,3,2022-09-28 22:10:26,Trade Fiction Paperback,trade-fiction-paperback,Paperback Trade Fiction
2022-09-28 22:10:27,THE BODY KEEPS THE SCORE,"How trauma affects the body and mind, and innovative treatments for recovery.",https://storage.googleapis.com/du-prd/books/images/9780670785933.jpg,http://www.amazon.com/The-Body-Keeps-Score-Healing/dp/0670785938?tag=NYTBSREV-20,,Bessel van der Kolk,https://www.nytimes.com/2018/10/18/books/review/how-to-rewire-your-traumatized-brain.html,by Bessel van der Kolk,,0.00,0143127748,9780143127741,Penguin,,205,2022-09-28 22:10:27,Paperback Nonfiction,paperback-nonfiction,Paperback Nonfiction
2022-09-28 22:10:27,THE DAUGHTER OF AUSCHWITZ,"A survivor of Auschwitz describes her childhood during the Holocaust, and her time in a Nazi labor camp and the extermination camp known as Auschwitz-Birkenau.",https://storage.googleapis.com/du-prd/books/images/9781335449306.jpg,https://www.amazon.com/dp/1335449302?tag=NYTBSREV-20,,Tova Friedman and Malcolm Brabant,,by Tova Friedman and Malcolm Brabant,,0.00,1335449302,9781335449306,Hanover Square,,3,2022-09-28 22:10:27,Paperback Nonfiction,paperback-nonfiction,Paperback Nonfiction
2022-09-28 22:10:27,BRAIDING SWEETGRASS,A botanist and member of the Citizen Potawatomi Nation espouses having an understanding and appreciation of plants and animals.,https://storage.googleapis.com/du-prd/books/images/9781571313560.jpg,https://www.amazon.com/Braiding-Sweetgrass-Indigenous-Scientific-Knowledge/dp/1571313567?tag=NYTBSREV-20,,Robin Wall Kimmerer,,by Robin Wall Kimmerer,,0.00,1571313567,9781571313560,Milkweed Editions,,128,2022-09-28 22:10:27,Paperback Nonfiction,paperback-nonfiction,Paperback Nonfiction
2022-09-28 22:10:27,ALL ABOUT LOVE,The late feminist icon explores the causes of a polarized society and the meaning of love.,https://storage.googleapis.com/du-prd/books/images/9780060959470.jpg,https://www.amazon.com/dp/0060959479?tag=NYTBSREV-20,,bell hooks,,by bell hooks,,0.00,0060959479,9780060959470,Morrow,https://www.nytimes.com/2000/01/30/books/that-4-letter-word.html,42,2022-09-28 22:10:27,Paperback Nonfiction,paperback-nonfiction,Paperback Nonfiction
2022-09-28 22:10:27,EDUCATED,"The daughter of survivalists, who is kept out of school, educates herself enough to leave home for university.",https://storage.googleapis.com/du-prd/books/images/9780399590504.jpg,https://www.amazon.com/Educated-Memoir-Tara-Westover/dp/0399590501?tag=NYTBSREV-20,,Tara Westover,https://www.nytimes.com/2018/03/01/books/review/tara-westover-educated.html,by Tara Westover,,0.00,0399590528,9780399590528,Random House,,33,2022-09-28 22:10:27,Paperback Nonfiction,paperback-nonfiction,Paperback Nonfiction
2022-09-28 22:10:27,TALKING TO STRANGERS,Famous examples of miscommunication serve as the backdrop to explain potential conflicts and misunderstandings.,https://storage.googleapis.com/du-prd/books/images/9780316478526.jpg,https://www.amazon.com/Talking-Strangers-Should-about-People/dp/0316478520?tag=NYTBSREV-20,,Malcolm Gladwell,https://www.nytimes.com/2019/09/04/books/review-talking-to-strangers-malcolm-gladwell.html,by Malcolm Gladwell,,0.00,0316299227,9780316299220,Back Bay,,52,2022-09-28 22:10:27,Paperback Nonfiction,paperback-nonfiction,Paperback Nonfiction
2022-09-28 22:10:27,BORN A CRIME,A memoir about growing up biracial in apartheid South Africa by the host of “The Daily Show.”,https://storage.googleapis.com/du-prd/books/images/9780399588181.jpg,https://www.amazon.com/Born-Crime-Stories-African-Childhood-ebook/dp/B01DHWACVY?tag=NYTBSREV-20,,Trevor Noah,,by Trevor Noah,,0.00,0399588191,9780399588198,One World,,175,2022-09-28 22:10:27,Paperback Nonfiction,paperback-nonfiction,Paperback Nonfiction
2022-09-28 22:10:27,FUZZ,An exploration of disciplinary actions and preventative measures occurring at the intersection of human behavior and wildlife biology.,https://storage.googleapis.com/du-prd/books/images/9781324001935.jpg,https://www.amazon.com/dp/1324001933?tag=NYTBSREV-20,,Mary Roach,,by Mary Roach,,0.00,1324036125,9781324036128,Norton,,4,2022-09-28 22:10:27,Paperback Nonfiction,paperback-nonfiction,Paperback Nonfiction
2022-09-28 22:10:28,"THINKING, FAST AND SLOW",When we can and cannot trust our intuitions in making business and personal decisions.,https://storage.googleapis.com/du-prd/books/images/9781429969352.jpg,http://www.amazon.com/Thinking-Fast-Slow-Daniel-Kahneman-ebook/dp/B00555X8OA?tag=NYTBSREV-20,,Daniel Kahneman,https://www.nytimes.com/2011/11/27/books/review/thinking-fast-and-slow-by-daniel-kahneman-book-review.html,by Daniel Kahneman,,0.00,0374533555,9780374533557,"Farrar, Straus & Giroux",https://www.nytimes.com/2011/11/27/books/review/thinking-fast-and-slow-by-daniel-kahneman-book-review.html,334,2022-09-28 22:10:28,Paperback Nonfiction,paperback-nonfiction,Paperback Nonfiction
2022-09-28 22:10:28,JUST MERCY,A civil rights lawyer and MacArthur grant recipient’s memoir of his decades of work to free innocent people condemned to death.,https://storage.googleapis.com/du-prd/books/images/9780812994520.jpg,http://www.amazon.com/Just-Mercy-Story-Justice-Redemption-ebook/dp/B00JYWVYLY?tag=NYTBSREV-20,,Bryan Stevenson,,by Bryan Stevenson,,0.00,081298496X,9780812984965,One World,https://www.nytimes.com/2014/10/19/books/review/just-mercy-by-bryan-stevenson.html,295,2022-09-28 22:10:28,Paperback Nonfiction,paperback-nonfiction,Paperback Nonfiction
2022-09-28 22:10:28,QUIET,Introverts — approximately one-third of the population — are undervalued in American society.,https://storage.googleapis.com/du-prd/books/images/9780307452207.jpg,http://www.amazon.com/Quiet-Power-Introverts-World-Talking-ebook/dp/B004J4WNL2?tag=NYTBSREV-20,,Susan Cain,,by Susan Cain,,0.00,0307352153,9780307352156,Broadway,https://www.nytimes.com/2012/02/12/books/review/susan-cains-quiet-argues-for-the-power-of-introverts.html,174,2022-09-28 22:10:28,Paperback Nonfiction,paperback-nonfiction,Paperback Nonfiction
2022-09-28 22:10:28,THE BOMBER MAFIA,A look at the key players and outcomes of precision bombing during World War II.,https://storage.googleapis.com/du-prd/books/images/9780316296618.jpg,https://www.amazon.com/dp/0316296619?tag=NYTBSREV-20,,Malcolm Gladwell,,by Malcolm Gladwell,,0.00,0316296813,9780316296816,Back Bay,https://www.nytimes.com/2021/04/25/books/review/the-bomber-mafia-malcolm-gladwell.html,16,2022-09-28 22:10:28,Paperback Nonfiction,paperback-nonfiction,Paperback Nonfiction
2022-09-28 22:10:28,THAT BIRD HAS MY WINGS,A memoir by a death row inmate in San Quentin who discovers Buddhism.,https://storage.googleapis.com/du-prd/books/images/9780061730481.jpg,https://www.amazon.com/dp/0061730483?tag=NYTBSREV-20,,Jarvis Jay Masters,,by Jarvis Jay Masters,,0.00,0061730483,9780061730481,HarperOne,,2,2022-09-28 22:10:28,Paperback Nonfiction,paperback-nonfiction,Paperback Nonfiction
2022-09-28 22:10:28,GRIT,The MacArthur Fellow argues that passion and perseverance are more important than innate talent in creating success.,https://storage.googleapis.com/du-prd/books/images/9781501111129.jpg,http://www.amazon.com/Grit-The-Power-Passion-Perseverance-ebook/dp/B010MH9V3W?tag=NYTBSREV-20,,Angela Duckworth,https://www.nytimes.com/2016/05/08/books/review/grit-by-angela-duckworth.html,by Angela Duckworth,,0.00,1501111116,9781501111112,Scribner,,126,2022-09-28 22:10:28,Paperback Nonfiction,paperback-nonfiction,Paperback Nonfiction
2022-09-28 22:10:28,VANDERBILT,The CNN host and descendant of the Vanderbilt family charts the rise and fall of this American dynasty.,https://storage.googleapis.com/du-prd/books/images/9780062964618.jpg,https://www.amazon.com/dp/0062964615?tag=NYTBSREV-20,,Anderson Cooper and Katherine Howe,,by Anderson Cooper and Katherine Howe,,0.00,0062964623,9780062964625,Harper,,1,2022-09-28 22:10:28,Paperback Nonfiction,paperback-nonfiction,Paperback Nonfiction
2022-09-28 22:10:27,ATOMIC HABITS,,https://storage.googleapis.com/du-prd/books/images/9780735211292.jpg,https://www.amazon.com/Atomic-Habits-Proven-Build-Break/dp/0735211299?tag=NYTBSREV-20,,James Clear,,by James Clear,,0.00,0735211299,9780735211292,Avery,,148,2022-09-28 22:10:27,Advice How-To and Miscellaneous,advice-how-to-and-miscellaneous,"Advice, How-To & Miscellaneous"
2022-09-28 22:10:27,THE SIMPLY HAPPY COOKBOOK,,https://storage.googleapis.com/du-prd/books/images/9780063209237.jpg,https://www.amazon.com/dp/0063209233?tag=NYTBSREV-20,,Steve Doocy and Kathy Doocy,,by Steve Doocy and Kathy Doocy,,0.00,0063209233,9780063209237,Morrow,,2,2022-09-28 22:10:27,Advice How-To and Miscellaneous,advice-how-to-and-miscellaneous,"Advice, How-To & Miscellaneous"
2022-09-28 22:10:27,GOOD INSIDE,,https://storage.googleapis.com/du-prd/books/images/9780063159488.jpg,https://www.amazon.com/dp/0063159481?tag=NYTBSREV-20,,Becky Kennedy,,by Becky Kennedy,,0.00,0063159481,9780063159488,Harper Wave,,2,2022-09-28 22:10:27,Advice How-To and Miscellaneous,advice-how-to-and-miscellaneous,"Advice, How-To & Miscellaneous"
2022-09-28 22:10:27,"THE BOY, THE MOLE, THE FOX AND THE HORSE",,https://storage.googleapis.com/du-prd/books/images/9780062976581.jpg,https://www.amazon.com/Boy-Mole-Fox-Horse/dp/0062976583?tag=NYTBSREV-20,,Charlie Mackesy,,by Charlie Mackesy,,0.00,0062976583,9780062976581,HarperOne,,147,2022-09-28 22:10:27,Advice How-To and Miscellaneous,advice-how-to-and-miscellaneous,"Advice, How-To & Miscellaneous"
2022-09-28 22:10:27,ATLAS OF THE HEART,,https://storage.googleapis.com/du-prd/books/images/9780399592553.jpg,https://www.amazon.com/dp/0399592555?tag=NYTBSREV-20,,Brené Brown,,by Brené Brown,,0.00,0399592555,9780399592553,Random House,,42,2022-09-28 22:10:27,Advice How-To and Miscellaneous,advice-how-to-and-miscellaneous,"Advice, How-To & Miscellaneous"
2022-09-28 22:10:27,THE RETURN OF THE GODS,,https://storage.googleapis.com/du-prd/books/images/9781636411422.jpg,https://www.amazon.com/dp/1636411428?tag=NYTBSREV-20,,Jonathan Cahn,,by Jonathan Cahn,,0.00,1636411428,9781636411422,Frontline,,3,2022-09-28 22:10:27,Advice How-To and Miscellaneous,advice-how-to-and-miscellaneous,"Advice, How-To & Miscellaneous"
2022-09-28 22:10:27,THE FIVE LOVE LANGUAGES,,https://storage.googleapis.com/du-prd/books/images/9780802473158.jpg,http://www.amazon.com/The-Love-Languages-Secret-Lasts/dp/0802473156?tag=NYTBSREV-20,,Gary Chapman,,by Gary Chapman,,0.00,080241270X,9780802412706,Northfield,,375,2022-09-28 22:10:27,Advice How-To and Miscellaneous,advice-how-to-and-miscellaneous,"Advice, How-To & Miscellaneous"
2022-09-28 22:10:27,THE SUBTLE ART OF NOT GIVING A F*CK,,https://storage.googleapis.com/du-prd/books/images/9780062457714.jpg,http://www.amazon.com/Subtle-Art-Not-Giving-Counterintuitive/dp/0062457713?tag=NYTBSREV-20,,Mark Manson,,by Mark Manson,,0.00,0062457713,9780062457714,Harper,,269,2022-09-28 22:10:27,Advice How-To and Miscellaneous,advice-how-to-and-miscellaneous,"Advice, How-To & Miscellaneous"
2022-09-28 22:10:27,DINNER IN ONE,,https://storage.googleapis.com/du-prd/books/images/9780593233252.jpg,https://www.amazon.com/dp/0593233255?tag=NYTBSREV-20,,Melissa Clark,,by Melissa Clark,,0.00,0593233255,9780593233252,Clarkson Potter,,3,2022-09-28 22:10:27,Advice How-To and Miscellaneous,advice-how-to-and-miscellaneous,"Advice, How-To & Miscellaneous"
2022-09-28 22:10:27,YOU ARE A BADASS,,https://storage.googleapis.com/du-prd/books/images/9780762447695.jpg,http://www.amazon.com/You-Are-Badass-Doubting-Greatness-ebook/dp/B00B3M3VWS?tag=NYTBSREV-20,,Jen Sincero,,by Jen Sincero,,0.00,0762447699,9780762447695,Running Press,,270,2022-09-28 22:10:27,Advice How-To and Miscellaneous,advice-how-to-and-miscellaneous,"Advice, How-To & Miscellaneous"
2022-09-28 22:10:24,ODDER,"After a shark attack, Odder recuperates at the aquarium with the scientists who raised her.",https://storage.googleapis.com/du-prd/books/images/9781250147424.jpg,https://www.amazon.com/dp/1250147425?tag=NYTBSREV-20,,Katherine Applegate.,,by Katherine Applegate. Illustrated by Charles Santoso,,0.00,1250147425,9781250147424,Feiwel & Friends,,1,2022-09-28 22:10:24,Childrens Middle Grade Hardcover,childrens-middle-grade-hardcover,Children’s Middle Grade Hardcover
2022-09-28 22:10:24,WONDER,A boy with a facial deformity starts school.,https://storage.googleapis.com/du-prd/books/images/9780375899881.jpg,http://www.amazon.com/Wonder-R-J-Palacio-ebook/dp/B0051ANPZQ?tag=NYTBSREV-20,,R.J. Palacio,,by R.J. Palacio,,0.00,0375869026,9780375869020,Knopf,https://www.nytimes.com/2012/04/08/books/review/wonder-by-r-j-palacio.html,363,2022-09-28 22:10:24,Childrens Middle Grade Hardcover,childrens-middle-grade-hardcover,Children’s Middle Grade Hardcover
2022-09-28 22:10:24,AMARI AND THE GREAT GAME,Amari agrees to participate in the Great Game after a magician with dangerous plans for the League steps forward.,https://storage.googleapis.com/du-prd/books/images/9780062975195.jpg,https://www.amazon.com/dp/0062975196?tag=NYTBSREV-20,,B.B. Alston,,by B.B. Alston,,0.00,0062975196,9780062975195,Balzer + Bray,,4,2022-09-28 22:10:24,Childrens Middle Grade Hardcover,childrens-middle-grade-hardcover,Children’s Middle Grade Hardcover
2022-09-28 22:10:24,REFUGEE,Three children in three different conflicts look for safe haven.,https://storage.googleapis.com/du-prd/books/images/9780545880831.jpg,https://www.amazon.com/Refugee-Alan-Gratz/dp/0545880831?tag=NYTBSREV-20,,Alan Gratz,,by Alan Gratz,,0.00,0545880831,9780545880831,Scholastic,,193,2022-09-28 22:10:24,Childrens Middle Grade Hardcover,childrens-middle-grade-hardcover,Children’s Middle Grade Hardcover
2022-09-28 22:10:24,THE MIDNIGHT CHILDREN,Ravani befriends seven orphans in the town of Slaughterville.,https://storage.googleapis.com/du-prd/books/images/9781250196729.jpg,https://www.amazon.com/dp/1250196728?tag=NYTBSREV-20,,Dan Gemeinhart,,by Dan Gemeinhart,,0.00,1250196728,9781250196729,Holt,,2,2022-09-28 22:10:24,Childrens Middle Grade Hardcover,childrens-middle-grade-hardcover,Children’s Middle Grade Hardcover
2022-09-28 22:10:24,THE LAST CUENTISTA,Petra is one of the last people who have memories of the planet Earth.,https://storage.googleapis.com/du-prd/books/images/9781646140893.jpg,https://www.amazon.com/dp/1646140893?tag=NYTBSREV-20,,Donna Barba Higuera,,by Donna Barba Higuera,,0.00,1646140893,9781646140893,Levine Querido,,28,2022-09-28 22:10:24,Childrens Middle Grade Hardcover,childrens-middle-grade-hardcover,Children’s Middle Grade Hardcover
2022-09-28 22:10:24,SKANDAR AND THE UNICORN THIEF,Skandar dreams of becoming a unicorn rider and competing in the Chaos Cup.,https://storage.googleapis.com/du-prd/books/images/9781665927222.jpg,https://www.amazon.com/dp/1665912731?tag=NYTBSREV-20,,A.F. Steadman,,by A.F. Steadman,,0.00,1665912731,9781665912730,Simon & Schuster,,21,2022-09-28 22:10:24,Childrens Middle Grade Hardcover,childrens-middle-grade-hardcover,Children’s Middle Grade Hardcover
2022-09-28 22:10:24,GROUND ZERO,"Parallel storylines of Brandon and Reshmina take place on Sept. 11th, in 2001 and 2019.",https://storage.googleapis.com/du-prd/books/images/9781338245752.jpg,https://www.amazon.com/dp/1338245759?tag=NYTBSREV-20,,Alan Gratz,,by Alan Gratz,,0.00,1338245759,9781338245752,Scholastic,,53,2022-09-28 22:10:24,Childrens Middle Grade Hardcover,childrens-middle-grade-hardcover,Children’s Middle Grade Hardcover
2022-09-28 22:10:24,THE STARS DID WANDER DARKLING,"When an ancient evil is unleashed, it's up to the kids to save the town of Seaham.",https://storage.googleapis.com/du-prd/books/images/9780063015517.jpg,https://www.amazon.com/dp/006301551X?tag=NYTBSREV-20,,Colin Meloy,,by Colin Meloy,,0.00,006301551X,9780063015517,Balzer + Bray,,2,2022-09-28 22:10:24,Childrens Middle Grade Hardcover,childrens-middle-grade-hardcover,Children’s Middle Grade Hardcover
2022-09-28 22:10:24,"PAX, JOURNEY HOME",A boy and his pet fox reunite after a year of separation.,https://storage.googleapis.com/du-prd/books/images/9780062930347.jpg,https://www.amazon.com/dp/0062930346?tag=NYTBSREV-20,,Sara Pennypacker.,,by Sara Pennypacker. Illustrated by Jon Klassen,,0.00,0062930346,9780062930347,Balzer + Bray,,37,2022-09-28 22:10:24,Childrens Middle Grade Hardcover,childrens-middle-grade-hardcover,Children’s Middle Grade Hardcover
2022-09-28 22:10:28,CREEPY CRAYON!,"Jasper finds a crayon that helps him in school, or so it seems.",https://storage.googleapis.com/du-prd/books/images/9781534465886.jpg,https://www.amazon.com/dp/153446588X?tag=NYTBSREV-20,,Aaron Reynolds.,,by Aaron Reynolds. Illustrated by Peter Brown,,0.00,153446588X,9781534465886,Simon & Schuster,,5,2022-09-28 22:10:28,Picture Books,picture-books,Children’s Picture Books
2022-09-28 22:10:28,HOW TO CATCH A WITCH,The Catch Club Kids attempt to snare a witch on Halloween.,https://storage.googleapis.com/du-prd/books/images/9781728210353.jpg,https://www.amazon.com/dp/1728210356?tag=NYTBSREV-20,,Alice Walstead.,,by Alice Walstead. Illustrated by Megan Joyce,,0.00,1728210356,9781728210353,Sourcebooks Wonderland,,3,2022-09-28 22:10:28,Picture Books,picture-books,Children’s Picture Books
2022-09-28 22:10:28,LITTLE BLUE TRUCK MAKES A FRIEND,Blue and friends meet Chuck the woodchuck.,https://storage.googleapis.com/du-prd/books/images/9780358722823.jpg,https://www.amazon.com/dp/0358722829?tag=NYTBSREV-20,,Alice Schertle and Jill McElmurry,,by Alice Schertle and Jill McElmurry,,0.00,0358722829,9780358722823,Clarion,,3,2022-09-28 22:10:28,Picture Books,picture-books,Children’s Picture Books
2022-09-28 22:10:28,THE PIGEON WILL RIDE THE ROLLER COASTER!,The Pigeon goes through a series of emotions leading up to a roller coaster ride.,https://storage.googleapis.com/du-prd/books/images/9781454946861.jpg,https://www.amazon.com/dp/1454946865?tag=NYTBSREV-20,,Mo Willems,,by Mo Willems,,0.00,1454946865,9781454946861,Union Square Kids,,3,2022-09-28 22:10:28,Picture Books,picture-books,Children’s Picture Books
2022-09-28 22:10:28,"THE BAD SEED PRESENTS: THE GOOD, THE BAD, AND THE SPOOKY",Bad Seed seeks the perfect Halloween costume.,https://storage.googleapis.com/du-prd/books/images/9780062954541.jpg,https://www.amazon.com/dp/0062954547?tag=NYTBSREV-20,,Jory John.,,by Jory John. Illustrated by Pete Oswald,,0.00,0062954547,9780062954541,HarperCollins,,14,2022-09-28 22:10:28,Picture Books,picture-books,Children’s Picture Books
2022-09-28 22:10:28,THE CRAYONS TRICK OR TREAT,Purple crayon teaches the rest of the crayons Halloween etiquette.,https://storage.googleapis.com/du-prd/books/images/9780593621028.jpg,https://www.amazon.com/dp/0593621026?tag=NYTBSREV-20,,Drew Daywalt.,,by Drew Daywalt. Illustrated by Oliver Jeffers,,0.00,0593621026,9780593621028,Philomel,,3,2022-09-28 22:10:28,Picture Books,picture-books,Children’s Picture Books
2022-09-28 22:10:28,DRAGONS LOVE TACOS,What to serve your dragon-guests.,https://storage.googleapis.com/du-prd/books/images/9780803736801.jpg,http://www.amazon.com/Dragons-Love-Tacos-Adam-Rubin/dp/0803736800?tag=NYTBSREV-20,,Adam Rubin.,,by Adam Rubin. Illustrated by Daniel Salmieri,,0.00,0803736800,9780803736801,Dial,,371,2022-09-28 22:10:28,Picture Books,picture-books,Children’s Picture Books
2022-09-28 22:10:28,"GUSTAVO, THE SHY GHOST",A ghost learns to overcome his social anxiety.,https://storage.googleapis.com/du-prd/books/images/9781536211146.jpg,https://www.amazon.com/dp/1536211141?tag=NYTBSREV-20,,Flavia Z. Drago,,by Flavia Z. Drago,,0.00,1536211141,9781536211146,Candlewick,,10,2022-09-28 22:10:28,Picture Books,picture-books,Children’s Picture Books
2022-09-28 22:10:28,"HEY, BRUCE!",Bruce's sleep is interrupted by three playful mice.,https://storage.googleapis.com/du-prd/books/images/9781368084116.jpg,https://www.amazon.com/dp/1368084117?tag=NYTBSREV-20,,Ryan T. Higgins,,by Ryan T. Higgins,,0.00,1368084117,9781368084116,Disney-Hyperion,,1,2022-09-28 22:10:28,Picture Books,picture-books,Children’s Picture Books
2022-09-28 22:10:28,THE DAY THE CRAYONS QUIT,Problems arise when Duncan’s crayons revolt.,https://storage.googleapis.com/du-prd/books/images/9780399255373.jpg,http://www.amazon.com/The-Crayons-Quit-Drew-Daywalt/dp/0399255370?tag=NYTBSREV-20,,Drew Daywalt.,,by Drew Daywalt. Illustrated by Oliver Jeffers,,0.00,0399255370,9780399255373,Philomel,https://www.nytimes.com/2013/08/25/books/review/henris-scissors-by-jeanette-winter-and-more.html,340,2022-09-28 22:10:28,Picture Books,picture-books,Children’s Picture Books
2022-09-28 22:10:23,DIARY OF A WIMPY KID,The travails and challenges of adolescence.,https://storage.googleapis.com/du-prd/books/images/9781419711329.jpg,http://www.amazon.com/Diary-Wimpy-Kid-Hard-Luck/dp/1419711326?tag=NYTBSREV-20,,and   Jeff Kinney,,written and illustrated by Jeff Kinney,,0.00,1419749153,9781419749155,Amulet,,706,2022-09-28 22:10:23,Series Books,series-books,Children’s Series
2022-09-28 22:10:24,THE INHERITANCE GAMES,Avery Grambs tries to figure out why an inheritance from a stranger was bestowed upon her.,https://storage.googleapis.com/du-prd/books/images/9780316370950.jpg,https://www.amazon.com/dp/0316370959?tag=NYTBSREV-20,,Jennifer Lynn Barnes,,by Jennifer Lynn Barnes,,0.00,0759555400,9780759555402,"Little, Brown",,4,2022-09-28 22:10:24,Series Books,series-books,Children’s Series
2022-09-28 22:10:24,A GOOD GIRL'S GUIDE TO MURDER,Pippa Fitz-Amobi solves murderous crimes.,https://storage.googleapis.com/du-prd/books/images/9780593379851.jpg,https://www.amazon.com/dp/0593379853?tag=NYTBSREV-20,,Holly Jackson,,by Holly Jackson,,0.00,1984896393,9781984896391,Delacorte,,52,2022-09-28 22:10:24,Series Books,series-books,Children’s Series
2022-09-28 22:10:24,THE SUMMER I TURNED PRETTY TRILOGY,"A beach house, summer love and enduring friendships.",https://storage.googleapis.com/du-prd/books/images/9781416995586.jpg,http://www.amazon.com/Well-Always-Summer-Turned-Pretty/dp/1416995587?tag=NYTBSREV-20,,Jenny Han,,by Jenny Han,,0.00,1665922079,9781665922074,Simon & Schuster,,23,2022-09-28 22:10:24,Series Books,series-books,Children’s Series
2022-09-28 22:10:24,HARRY POTTER,A wizard hones his conjuring skills in the service of fighting evil.,https://storage.googleapis.com/du-prd/books/images/9780590353427.jpg,http://www.amazon.com/Harry-Potter-And-Order-Phoenix/dp/0439358078?tag=NYTBSREV-20,,J.K. Rowling,,by J.K. Rowling,,0.00,059035342X,9780590353427,Scholastic,,705,2022-09-28 22:10:24,Series Books,series-books,Children’s Series
